,Star_name,Distance,Mass,Radius
3714,Mu Cephei,"06,000",19.2,972
3715,Titawin,044.25,1.27,1.48
3716,Rho Cassiopeiae,"08,154",22,636-981
3717,P Cygni,"05,545",30,76
3718,La Superba,"01,000",,129 - 342
3719,VV Cephei,"04,900",18.2,"516 - 1,050"
3720,61 Cygni,011.41,0.7,0.665
3721,R Doradus,0178,0.7 - 1.0,298
3722,Polaris Australis,0281,1.59,3.74
3723,R Coronae Borealis,"04,566",0.85,85
3724,54 Piscium,036.1,0.76,0.94
3725,Mira,0300,1.2,370
3726,RW Cephei,"014,000",13.9,"1,158"
3727,Lacaille 8760,012.87,0.6,0.51
3728,V838 Monocerotis,"019,896",?,380 - 750
3729,HD 140283,0190,?,1.4
3730,II Pegasi,0130,0.8,3.4
3731,VY Canis Majoris,"03,900",17,"1,420"
3732,Pistol Star,"025,000",100,320
3733,S Doradus,"0169,000",24,380
3734,UY Scuti,"05,100",7 - 10,755
3735,Barnard's Star,05.98,0.14,0.20
3736,Luhman 16,06.52,0.04,?
3737,Proxima Centauri,04.25,0.12,0.15
3738,KIC 8462852,"01,470",1.43,1.58
3739,R136a1,"0163,000",290,32
3740,Melnick 42,"0163,000",189,21.1
3741,Sun,0.000015813,1,1
3742,Sirius,0008.6,2.1,1.71
3743,Canopus,0310,15,71
3744,Alpha Centauri,0004.4,1.1,1.2
3745,Arcturus,0037,1.1,26
3746,Vega,0025,2.2,2.7
3747,Capella,0043,2.6,12
3748,Rigel,0860,23,78.9
3749,Procyon,0011.4,1.5,1.9
3750,Betelgeuse,0640[1],20,950
3751,Achernar,0144,6.7,9.3
3752,Hadar,0390,10.5,8.6
3753,Altair,0017,1.8,1.8
3754,Acrux,0320,18,8.9
3755,Aldebaran,0065,1.5,44
3756,Antares,0600,12,680
3757,Spica,0260,11.43,7.47
3758,Pollux,0034,1.9,8.8
3759,Fomalhaut,0025,1.9,1.8
3760,Deneb,"2,600",19,203
3761,Mimosa,0350,16,8.4
3762,Regulus,0077,3.8,3.1
3763,Adhara,0430,12.5,14
3764,Shaula,0700,14.5,8.8
3765,Castor,0052,2.8,2.4
3766,Gacrux,0088,1.5,84
3767,Bellatrix,0240,8.6,5.8
3768,Elnath,0130,5.0,4.2
3769,Miaplacidus,0110,3.5,6.8
3770,Alnilam,"2,000",32,42
3771,Gamma Velorum,"01,100",9.0,6
3772,Alnair,0101,4.0,3.4
3773,Alioth,0081,2.9,4.2
3774,Alnitak,01050,33,20
3775,Dubhe,0120,4.25,30
3776,Mirfak,0590,8.5,68
3777,Wezen,"1,600",17,200
3778,Sargas,0270,5.7,26
3779,Kaus Australis,0140,3.5,6.8
3780,Avior,0630,9.0,130
3781,Alkaid,0104,6.1,3.4
3782,Menkalinan,081,2.39,2.77
3783,Atria,0390,7,92
3784,Alhena,0109,2.8,3.3
3785,Peacock,0180,5.9,4.8
3786,Alsephina[2],0080,2.4,2.9
3787,Mirzam,0500,13.5,10
3788,Polaris,0430,5.4,39
3789,Alphard,0180,3.0,50
3790,Mintaka,01200,24,16.5
3791,Scheat,0196,2.1,95
3792,Almaaz,0653,15,140
3793,Rasalgethi,0360,2.8,280
3794,Tau Ceti,011.9,0.783,0.893
3795,Delta Pavonis,019.92,0.991,1.22
3796,Ran,010.48,0.82,0.74
3797,V382 Carinae,"08,900",20,485
3798,Eta Carinae,"07,500",100,60 - 881
3799,Delta Cephei,0887,4.5,44.5
3800,Mu Cephei,"06,000",19.2,972
3801,Titawin,044.25,1.27,1.48
3802,Rho Cassiopeiae,"08,154",22,636-981
3803,P Cygni,"05,545",30,76
3804,La Superba,"01,000",,129 - 342
3805,VV Cephei,"04,900",18.2,"516 - 1,050"
3806,61 Cygni,011.41,0.7,0.665
3807,R Doradus,0178,0.7 - 1.0,298
3808,Polaris Australis,0281,1.59,3.74
3809,R Coronae Borealis,"04,566",0.85,85
3810,54 Piscium,036.1,0.76,0.94
3811,Mira,0300,1.2,370
3812,RW Cephei,"014,000",13.9,"1,158"
3813,Lacaille 8760,012.87,0.6,0.51
3814,V838 Monocerotis,"019,896",?,380 - 750
3815,HD 140283,0190,?,1.4
3816,II Pegasi,0130,0.8,3.4
3817,VY Canis Majoris,"03,900",17,"1,420"
3818,Pistol Star,"025,000",100,320
3819,S Doradus,"0169,000",24,380
3820,UY Scuti,"05,100",7 - 10,755
3821,Barnard's Star,05.98,0.14,0.20
3822,Luhman 16,06.52,0.04,?
3823,Proxima Centauri,04.25,0.12,0.15
3824,KIC 8462852,"01,470",1.43,1.58
3825,R136a1,"0163,000",290,32
3826,Melnick 42,"0163,000",189,21.1
3827,WR 102,"018,134",19,0.39
3828,Sun,0.000015813,1,1
3829,Sirius,0008.6,2.1,1.71
3830,Canopus,0310,15,71
3831,Alpha Centauri,0004.4,1.1,1.2
3832,Arcturus,0037,1.1,26
3833,Vega,0025,2.2,2.7
3834,Capella,0043,2.6,12
3835,Rigel,0860,23,78.9
3836,Procyon,0011.4,1.5,1.9
3837,Betelgeuse,0640[1],20,950
3838,Achernar,0144,6.7,9.3
3839,Hadar,0390,10.5,8.6
3840,Altair,0017,1.8,1.8
3841,Acrux,0320,18,8.9
3842,Aldebaran,0065,1.5,44
3843,Antares,0600,12,680
3844,Spica,0260,11.43,7.47
3845,Pollux,0034,1.9,8.8
3846,Fomalhaut,0025,1.9,1.8
3847,Deneb,"2,600",19,203
3848,Mimosa,0350,16,8.4
3849,Regulus,0077,3.8,3.1
3850,Adhara,0430,12.5,14
3851,Shaula,0700,14.5,8.8
3852,Castor,0052,2.8,2.4
3853,Gacrux,0088,1.5,84
3854,Bellatrix,0240,8.6,5.8
3855,Elnath,0130,5.0,4.2
3856,Miaplacidus,0110,3.5,6.8
3857,Alnilam,"2,000",32,42
3858,Gamma Velorum,"01,100",9.0,6
3859,Alnair,0101,4.0,3.4
3860,Alioth,0081,2.9,4.2
3861,Alnitak,01050,33,20
3862,Dubhe,0120,4.25,30
3863,Mirfak,0590,8.5,68
3864,Wezen,"1,600",17,200
3865,Sargas,0270,5.7,26
3866,Kaus Australis,0140,3.5,6.8
3867,Avior,0630,9.0,130
3868,Alkaid,0104,6.1,3.4
3869,Menkalinan,081,2.39,2.77
3870,Atria,0390,7,92
3871,Alhena,0109,2.8,3.3
3872,Peacock,0180,5.9,4.8
3873,Alsephina[2],0080,2.4,2.9
3874,Mirzam,0500,13.5,10
3875,Polaris,0430,5.4,39
3876,Alphard,0180,3.0,50
3877,Mintaka,01200,24,16.5
3878,Scheat,0196,2.1,95
3879,Almaaz,0653,15,140
3880,Rasalgethi,0360,2.8,280
3881,Tau Ceti,011.9,0.783,0.893
3882,Delta Pavonis,019.92,0.991,1.22
3883,Ran,010.48,0.82,0.74
3884,V382 Carinae,"08,900",20,485
3885,Eta Carinae,"07,500",100,60 - 881
3886,Delta Cephei,0887,4.5,44.5
3887,Mu Cephei,"06,000",19.2,972
3888,Titawin,044.25,1.27,1.48
3889,Rho Cassiopeiae,"08,154",22,636-981
3890,P Cygni,"05,545",30,76
3891,La Superba,"01,000",,129 - 342
3892,VV Cephei,"04,900",18.2,"516 - 1,050"
3893,61 Cygni,011.41,0.7,0.665
3894,R Doradus,0178,0.7 - 1.0,298
3895,Polaris Australis,0281,1.59,3.74
3896,R Coronae Borealis,"04,566",0.85,85
3897,54 Piscium,036.1,0.76,0.94
3898,Mira,0300,1.2,370
3899,RW Cephei,"014,000",13.9,"1,158"
3900,Lacaille 8760,012.87,0.6,0.51
3901,V838 Monocerotis,"019,896",?,380 - 750
3902,HD 140283,0190,?,1.4
3903,II Pegasi,0130,0.8,3.4
3904,VY Canis Majoris,"03,900",17,"1,420"
3905,Pistol Star,"025,000",100,320
3906,S Doradus,"0169,000",24,380
3907,UY Scuti,"05,100",7 - 10,755
3908,Barnard's Star,05.98,0.14,0.20
3909,Luhman 16,06.52,0.04,?
3910,Proxima Centauri,04.25,0.12,0.15
3911,KIC 8462852,"01,470",1.43,1.58
3912,R136a1,"0163,000",290,32
3913,Melnick 42,"0163,000",189,21.1
3914,WR 102,"018,134",19,0.39
3915,VFTS 352,"0164,000",57.48,14.47
3916,Sun,0.000015813,1,1
3917,Sirius,0008.6,2.1,1.71
3918,Canopus,0310,15,71
3919,Alpha Centauri,0004.4,1.1,1.2
3920,Arcturus,0037,1.1,26
3921,Vega,0025,2.2,2.7
3922,Capella,0043,2.6,12
3923,Rigel,0860,23,78.9
3924,Procyon,0011.4,1.5,1.9
3925,Betelgeuse,0640[1],20,950
3926,Achernar,0144,6.7,9.3
3927,Hadar,0390,10.5,8.6
3928,Altair,0017,1.8,1.8
3929,Acrux,0320,18,8.9
3930,Aldebaran,0065,1.5,44
3931,Antares,0600,12,680
3932,Spica,0260,11.43,7.47
3933,Pollux,0034,1.9,8.8
3934,Fomalhaut,0025,1.9,1.8
3935,Deneb,"2,600",19,203
3936,Mimosa,0350,16,8.4
3937,Regulus,0077,3.8,3.1
3938,Adhara,0430,12.5,14
3939,Shaula,0700,14.5,8.8
3940,Castor,0052,2.8,2.4
3941,Gacrux,0088,1.5,84
3942,Bellatrix,0240,8.6,5.8
3943,Elnath,0130,5.0,4.2
3944,Miaplacidus,0110,3.5,6.8
3945,Alnilam,"2,000",32,42
3946,Gamma Velorum,"01,100",9.0,6
3947,Alnair,0101,4.0,3.4
3948,Alioth,0081,2.9,4.2
3949,Alnitak,01050,33,20
3950,Dubhe,0120,4.25,30
3951,Mirfak,0590,8.5,68
3952,Wezen,"1,600",17,200
3953,Sargas,0270,5.7,26
3954,Kaus Australis,0140,3.5,6.8
3955,Avior,0630,9.0,130
3956,Alkaid,0104,6.1,3.4
3957,Menkalinan,081,2.39,2.77
3958,Atria,0390,7,92
3959,Alhena,0109,2.8,3.3
3960,Peacock,0180,5.9,4.8
3961,Alsephina[2],0080,2.4,2.9
3962,Mirzam,0500,13.5,10
3963,Polaris,0430,5.4,39
3964,Alphard,0180,3.0,50
3965,Mintaka,01200,24,16.5
3966,Scheat,0196,2.1,95
3967,Almaaz,0653,15,140
3968,Rasalgethi,0360,2.8,280
3969,Tau Ceti,011.9,0.783,0.893
3970,Delta Pavonis,019.92,0.991,1.22
3971,Ran,010.48,0.82,0.74
3972,V382 Carinae,"08,900",20,485
3973,Eta Carinae,"07,500",100,60 - 881
3974,Delta Cephei,0887,4.5,44.5
3975,Mu Cephei,"06,000",19.2,972
3976,Titawin,044.25,1.27,1.48
3977,Rho Cassiopeiae,"08,154",22,636-981
3978,P Cygni,"05,545",30,76
3979,La Superba,"01,000",,129 - 342
3980,VV Cephei,"04,900",18.2,"516 - 1,050"
3981,61 Cygni,011.41,0.7,0.665
3982,R Doradus,0178,0.7 - 1.0,298
3983,Polaris Australis,0281,1.59,3.74
3984,R Coronae Borealis,"04,566",0.85,85
3985,54 Piscium,036.1,0.76,0.94
3986,Mira,0300,1.2,370
3987,RW Cephei,"014,000",13.9,"1,158"
3988,Lacaille 8760,012.87,0.6,0.51
3989,V838 Monocerotis,"019,896",?,380 - 750
3990,HD 140283,0190,?,1.4
3991,II Pegasi,0130,0.8,3.4
3992,VY Canis Majoris,"03,900",17,"1,420"
3993,Pistol Star,"025,000",100,320
3994,S Doradus,"0169,000",24,380
3995,UY Scuti,"05,100",7 - 10,755
3996,Barnard's Star,05.98,0.14,0.20
3997,Luhman 16,06.52,0.04,?
3998,Proxima Centauri,04.25,0.12,0.15
3999,KIC 8462852,"01,470",1.43,1.58
4000,R136a1,"0163,000",290,32
4001,Melnick 42,"0163,000",189,21.1
4002,WR 102,"018,134",19,0.39
4003,VFTS 352,"0164,000",57.48,14.47
4004,YBP 1194,"02,772",1.01,0.99
4005,Sun,0.000015813,1,1
4006,Sirius,0008.6,2.1,1.71
4007,Canopus,0310,15,71
4008,Alpha Centauri,0004.4,1.1,1.2
4009,Arcturus,0037,1.1,26
4010,Vega,0025,2.2,2.7
4011,Capella,0043,2.6,12
4012,Rigel,0860,23,78.9
4013,Procyon,0011.4,1.5,1.9
4014,Betelgeuse,0640[1],20,950
4015,Achernar,0144,6.7,9.3
4016,Hadar,0390,10.5,8.6
4017,Altair,0017,1.8,1.8
4018,Acrux,0320,18,8.9
4019,Aldebaran,0065,1.5,44
4020,Antares,0600,12,680
4021,Spica,0260,11.43,7.47
4022,Pollux,0034,1.9,8.8
4023,Fomalhaut,0025,1.9,1.8
4024,Deneb,"2,600",19,203
4025,Mimosa,0350,16,8.4
4026,Regulus,0077,3.8,3.1
4027,Adhara,0430,12.5,14
4028,Shaula,0700,14.5,8.8
4029,Castor,0052,2.8,2.4
4030,Gacrux,0088,1.5,84
4031,Bellatrix,0240,8.6,5.8
4032,Elnath,0130,5.0,4.2
4033,Miaplacidus,0110,3.5,6.8
4034,Alnilam,"2,000",32,42
4035,Gamma Velorum,"01,100",9.0,6
4036,Alnair,0101,4.0,3.4
4037,Alioth,0081,2.9,4.2
4038,Alnitak,01050,33,20
4039,Dubhe,0120,4.25,30
4040,Mirfak,0590,8.5,68
4041,Wezen,"1,600",17,200
4042,Sargas,0270,5.7,26
4043,Kaus Australis,0140,3.5,6.8
4044,Avior,0630,9.0,130
4045,Alkaid,0104,6.1,3.4
4046,Menkalinan,081,2.39,2.77
4047,Atria,0390,7,92
4048,Alhena,0109,2.8,3.3
4049,Peacock,0180,5.9,4.8
4050,Alsephina[2],0080,2.4,2.9
4051,Mirzam,0500,13.5,10
4052,Polaris,0430,5.4,39
4053,Alphard,0180,3.0,50
4054,Mintaka,01200,24,16.5
4055,Scheat,0196,2.1,95
4056,Almaaz,0653,15,140
4057,Rasalgethi,0360,2.8,280
4058,Tau Ceti,011.9,0.783,0.893
4059,Delta Pavonis,019.92,0.991,1.22
4060,Ran,010.48,0.82,0.74
4061,V382 Carinae,"08,900",20,485
4062,Eta Carinae,"07,500",100,60 - 881
4063,Delta Cephei,0887,4.5,44.5
4064,Mu Cephei,"06,000",19.2,972
4065,Titawin,044.25,1.27,1.48
4066,Rho Cassiopeiae,"08,154",22,636-981
4067,P Cygni,"05,545",30,76
4068,La Superba,"01,000",,129 - 342
4069,VV Cephei,"04,900",18.2,"516 - 1,050"
4070,61 Cygni,011.41,0.7,0.665
4071,R Doradus,0178,0.7 - 1.0,298
4072,Polaris Australis,0281,1.59,3.74
4073,R Coronae Borealis,"04,566",0.85,85
4074,54 Piscium,036.1,0.76,0.94
4075,Mira,0300,1.2,370
4076,RW Cephei,"014,000",13.9,"1,158"
4077,Lacaille 8760,012.87,0.6,0.51
4078,V838 Monocerotis,"019,896",?,380 - 750
4079,HD 140283,0190,?,1.4
4080,II Pegasi,0130,0.8,3.4
4081,VY Canis Majoris,"03,900",17,"1,420"
4082,Pistol Star,"025,000",100,320
4083,S Doradus,"0169,000",24,380
4084,UY Scuti,"05,100",7 - 10,755
4085,Barnard's Star,05.98,0.14,0.20
4086,Luhman 16,06.52,0.04,?
4087,Proxima Centauri,04.25,0.12,0.15
4088,KIC 8462852,"01,470",1.43,1.58
4089,R136a1,"0163,000",290,32
4090,Melnick 42,"0163,000",189,21.1
4091,WR 102,"018,134",19,0.39
4092,VFTS 352,"0164,000",57.48,14.47
4093,YBP 1194,"02,772",1.01,0.99
4094,Gliese 1214,047.5,0.16,0.21
4095,Sun,0.000015813,1,1
4096,Sirius,0008.6,2.1,1.71
4097,Canopus,0310,15,71
4098,Alpha Centauri,0004.4,1.1,1.2
4099,Arcturus,0037,1.1,26
4100,Vega,0025,2.2,2.7
4101,Capella,0043,2.6,12
4102,Rigel,0860,23,78.9
4103,Procyon,0011.4,1.5,1.9
4104,Betelgeuse,0640[1],20,950
4105,Achernar,0144,6.7,9.3
4106,Hadar,0390,10.5,8.6
4107,Altair,0017,1.8,1.8
4108,Acrux,0320,18,8.9
4109,Aldebaran,0065,1.5,44
4110,Antares,0600,12,680
4111,Spica,0260,11.43,7.47
4112,Pollux,0034,1.9,8.8
4113,Fomalhaut,0025,1.9,1.8
4114,Deneb,"2,600",19,203
4115,Mimosa,0350,16,8.4
4116,Regulus,0077,3.8,3.1
4117,Adhara,0430,12.5,14
4118,Shaula,0700,14.5,8.8
4119,Castor,0052,2.8,2.4
4120,Gacrux,0088,1.5,84
4121,Bellatrix,0240,8.6,5.8
4122,Elnath,0130,5.0,4.2
4123,Miaplacidus,0110,3.5,6.8
4124,Alnilam,"2,000",32,42
4125,Gamma Velorum,"01,100",9.0,6
4126,Alnair,0101,4.0,3.4
4127,Alioth,0081,2.9,4.2
4128,Alnitak,01050,33,20
4129,Dubhe,0120,4.25,30
4130,Mirfak,0590,8.5,68
4131,Wezen,"1,600",17,200
4132,Sargas,0270,5.7,26
4133,Kaus Australis,0140,3.5,6.8
4134,Avior,0630,9.0,130
4135,Alkaid,0104,6.1,3.4
4136,Menkalinan,081,2.39,2.77
4137,Atria,0390,7,92
4138,Alhena,0109,2.8,3.3
4139,Peacock,0180,5.9,4.8
4140,Alsephina[2],0080,2.4,2.9
4141,Mirzam,0500,13.5,10
4142,Polaris,0430,5.4,39
4143,Alphard,0180,3.0,50
4144,Mintaka,01200,24,16.5
4145,Scheat,0196,2.1,95
4146,Almaaz,0653,15,140
4147,Rasalgethi,0360,2.8,280
4148,Tau Ceti,011.9,0.783,0.893
4149,Delta Pavonis,019.92,0.991,1.22
4150,Ran,010.48,0.82,0.74
4151,V382 Carinae,"08,900",20,485
4152,Eta Carinae,"07,500",100,60 - 881
4153,Delta Cephei,0887,4.5,44.5
4154,Mu Cephei,"06,000",19.2,972
4155,Titawin,044.25,1.27,1.48
4156,Rho Cassiopeiae,"08,154",22,636-981
4157,P Cygni,"05,545",30,76
4158,La Superba,"01,000",,129 - 342
4159,VV Cephei,"04,900",18.2,"516 - 1,050"
4160,61 Cygni,011.41,0.7,0.665
4161,R Doradus,0178,0.7 - 1.0,298
4162,Polaris Australis,0281,1.59,3.74
4163,R Coronae Borealis,"04,566",0.85,85
4164,54 Piscium,036.1,0.76,0.94
4165,Mira,0300,1.2,370
4166,RW Cephei,"014,000",13.9,"1,158"
4167,Lacaille 8760,012.87,0.6,0.51
4168,V838 Monocerotis,"019,896",?,380 - 750
4169,HD 140283,0190,?,1.4
4170,II Pegasi,0130,0.8,3.4
4171,VY Canis Majoris,"03,900",17,"1,420"
4172,Pistol Star,"025,000",100,320
4173,S Doradus,"0169,000",24,380
4174,UY Scuti,"05,100",7 - 10,755
4175,Barnard's Star,05.98,0.14,0.20
4176,Luhman 16,06.52,0.04,?
4177,Proxima Centauri,04.25,0.12,0.15
4178,KIC 8462852,"01,470",1.43,1.58
4179,R136a1,"0163,000",290,32
4180,Melnick 42,"0163,000",189,21.1
4181,WR 102,"018,134",19,0.39
4182,VFTS 352,"0164,000",57.48,14.47
4183,YBP 1194,"02,772",1.01,0.99
4184,Gliese 1214,047.5,0.16,0.21
4185,NML Cygni,"05,251",50,"1,640 - 2,770"
4186,Sun,0.000015813,1,1
4187,Sirius,0008.6,2.1,1.71
4188,Canopus,0310,15,71
4189,Alpha Centauri,0004.4,1.1,1.2
4190,Arcturus,0037,1.1,26
4191,Vega,0025,2.2,2.7
4192,Capella,0043,2.6,12
4193,Rigel,0860,23,78.9
4194,Procyon,0011.4,1.5,1.9
4195,Betelgeuse,0640[1],20,950
4196,Achernar,0144,6.7,9.3
4197,Hadar,0390,10.5,8.6
4198,Altair,0017,1.8,1.8
4199,Acrux,0320,18,8.9
4200,Aldebaran,0065,1.5,44
4201,Antares,0600,12,680
4202,Spica,0260,11.43,7.47
4203,Pollux,0034,1.9,8.8
4204,Fomalhaut,0025,1.9,1.8
4205,Deneb,"2,600",19,203
4206,Mimosa,0350,16,8.4
4207,Regulus,0077,3.8,3.1
4208,Adhara,0430,12.5,14
4209,Shaula,0700,14.5,8.8
4210,Castor,0052,2.8,2.4
4211,Gacrux,0088,1.5,84
4212,Bellatrix,0240,8.6,5.8
4213,Elnath,0130,5.0,4.2
4214,Miaplacidus,0110,3.5,6.8
4215,Alnilam,"2,000",32,42
4216,Gamma Velorum,"01,100",9.0,6
4217,Alnair,0101,4.0,3.4
4218,Alioth,0081,2.9,4.2
4219,Alnitak,01050,33,20
4220,Dubhe,0120,4.25,30
4221,Mirfak,0590,8.5,68
4222,Wezen,"1,600",17,200
4223,Sargas,0270,5.7,26
4224,Kaus Australis,0140,3.5,6.8
4225,Avior,0630,9.0,130
4226,Alkaid,0104,6.1,3.4
4227,Menkalinan,081,2.39,2.77
4228,Atria,0390,7,92
4229,Alhena,0109,2.8,3.3
4230,Peacock,0180,5.9,4.8
4231,Alsephina[2],0080,2.4,2.9
4232,Mirzam,0500,13.5,10
4233,Polaris,0430,5.4,39
4234,Alphard,0180,3.0,50
4235,Mintaka,01200,24,16.5
4236,Scheat,0196,2.1,95
4237,Almaaz,0653,15,140
4238,Rasalgethi,0360,2.8,280
4239,Tau Ceti,011.9,0.783,0.893
4240,Delta Pavonis,019.92,0.991,1.22
4241,Ran,010.48,0.82,0.74
4242,V382 Carinae,"08,900",20,485
4243,Eta Carinae,"07,500",100,60 - 881
4244,Delta Cephei,0887,4.5,44.5
4245,Mu Cephei,"06,000",19.2,972
4246,Titawin,044.25,1.27,1.48
4247,Rho Cassiopeiae,"08,154",22,636-981
4248,P Cygni,"05,545",30,76
4249,La Superba,"01,000",,129 - 342
4250,VV Cephei,"04,900",18.2,"516 - 1,050"
4251,61 Cygni,011.41,0.7,0.665
4252,R Doradus,0178,0.7 - 1.0,298
4253,Polaris Australis,0281,1.59,3.74
4254,R Coronae Borealis,"04,566",0.85,85
4255,54 Piscium,036.1,0.76,0.94
4256,Mira,0300,1.2,370
4257,RW Cephei,"014,000",13.9,"1,158"
4258,Lacaille 8760,012.87,0.6,0.51
4259,V838 Monocerotis,"019,896",?,380 - 750
4260,HD 140283,0190,?,1.4
4261,II Pegasi,0130,0.8,3.4
4262,VY Canis Majoris,"03,900",17,"1,420"
4263,Pistol Star,"025,000",100,320
4264,S Doradus,"0169,000",24,380
4265,UY Scuti,"05,100",7 - 10,755
4266,Barnard's Star,05.98,0.14,0.20
4267,Luhman 16,06.52,0.04,?
4268,Proxima Centauri,04.25,0.12,0.15
4269,KIC 8462852,"01,470",1.43,1.58
4270,R136a1,"0163,000",290,32
4271,Melnick 42,"0163,000",189,21.1
4272,WR 102,"018,134",19,0.39
4273,VFTS 352,"0164,000",57.48,14.47
4274,YBP 1194,"02,772",1.01,0.99
4275,Gliese 1214,047.5,0.16,0.21
4276,NML Cygni,"05,251",50,"1,640 - 2,770"
4277,VB 10,018.72,0.075,0.10
4278,Sun,0.000015813,1,1
4279,Sirius,0008.6,2.1,1.71
4280,Canopus,0310,15,71
4281,Alpha Centauri,0004.4,1.1,1.2
4282,Arcturus,0037,1.1,26
4283,Vega,0025,2.2,2.7
4284,Capella,0043,2.6,12
4285,Rigel,0860,23,78.9
4286,Procyon,0011.4,1.5,1.9
4287,Betelgeuse,0640[1],20,950
4288,Achernar,0144,6.7,9.3
4289,Hadar,0390,10.5,8.6
4290,Altair,0017,1.8,1.8
4291,Acrux,0320,18,8.9
4292,Aldebaran,0065,1.5,44
4293,Antares,0600,12,680
4294,Spica,0260,11.43,7.47
4295,Pollux,0034,1.9,8.8
4296,Fomalhaut,0025,1.9,1.8
4297,Deneb,"2,600",19,203
4298,Mimosa,0350,16,8.4
4299,Regulus,0077,3.8,3.1
4300,Adhara,0430,12.5,14
4301,Shaula,0700,14.5,8.8
4302,Castor,0052,2.8,2.4
4303,Gacrux,0088,1.5,84
4304,Bellatrix,0240,8.6,5.8
4305,Elnath,0130,5.0,4.2
4306,Miaplacidus,0110,3.5,6.8
4307,Alnilam,"2,000",32,42
4308,Gamma Velorum,"01,100",9.0,6
4309,Alnair,0101,4.0,3.4
4310,Alioth,0081,2.9,4.2
4311,Alnitak,01050,33,20
4312,Dubhe,0120,4.25,30
4313,Mirfak,0590,8.5,68
4314,Wezen,"1,600",17,200
4315,Sargas,0270,5.7,26
4316,Kaus Australis,0140,3.5,6.8
4317,Avior,0630,9.0,130
4318,Alkaid,0104,6.1,3.4
4319,Menkalinan,081,2.39,2.77
4320,Atria,0390,7,92
4321,Alhena,0109,2.8,3.3
4322,Peacock,0180,5.9,4.8
4323,Alsephina[2],0080,2.4,2.9
4324,Mirzam,0500,13.5,10
4325,Polaris,0430,5.4,39
4326,Alphard,0180,3.0,50
4327,Mintaka,01200,24,16.5
4328,Scheat,0196,2.1,95
4329,Almaaz,0653,15,140
4330,Rasalgethi,0360,2.8,280
4331,Tau Ceti,011.9,0.783,0.893
4332,Delta Pavonis,019.92,0.991,1.22
4333,Ran,010.48,0.82,0.74
4334,V382 Carinae,"08,900",20,485
4335,Eta Carinae,"07,500",100,60 - 881
4336,Delta Cephei,0887,4.5,44.5
4337,Mu Cephei,"06,000",19.2,972
4338,Titawin,044.25,1.27,1.48
4339,Rho Cassiopeiae,"08,154",22,636-981
4340,P Cygni,"05,545",30,76
4341,La Superba,"01,000",,129 - 342
4342,VV Cephei,"04,900",18.2,"516 - 1,050"
4343,61 Cygni,011.41,0.7,0.665
4344,R Doradus,0178,0.7 - 1.0,298
4345,Polaris Australis,0281,1.59,3.74
4346,R Coronae Borealis,"04,566",0.85,85
4347,54 Piscium,036.1,0.76,0.94
4348,Mira,0300,1.2,370
4349,RW Cephei,"014,000",13.9,"1,158"
4350,Lacaille 8760,012.87,0.6,0.51
4351,V838 Monocerotis,"019,896",?,380 - 750
4352,HD 140283,0190,?,1.4
4353,II Pegasi,0130,0.8,3.4
4354,VY Canis Majoris,"03,900",17,"1,420"
4355,Pistol Star,"025,000",100,320
4356,S Doradus,"0169,000",24,380
4357,UY Scuti,"05,100",7 - 10,755
4358,Barnard's Star,05.98,0.14,0.20
4359,Luhman 16,06.52,0.04,?
4360,Proxima Centauri,04.25,0.12,0.15
4361,KIC 8462852,"01,470",1.43,1.58
4362,R136a1,"0163,000",290,32
4363,Melnick 42,"0163,000",189,21.1
4364,WR 102,"018,134",19,0.39
4365,VFTS 352,"0164,000",57.48,14.47
4366,YBP 1194,"02,772",1.01,0.99
4367,Gliese 1214,047.5,0.16,0.21
4368,NML Cygni,"05,251",50,"1,640 - 2,770"
4369,VB 10,018.72,0.075,0.10
4370,WOH G64,"0163,000",<20,"1,540 - 1,730"
4371,Sun,0.000015813,1,1
4372,Sirius,0008.6,2.1,1.71
4373,Canopus,0310,15,71
4374,Alpha Centauri,0004.4,1.1,1.2
4375,Arcturus,0037,1.1,26
4376,Vega,0025,2.2,2.7
4377,Capella,0043,2.6,12
4378,Rigel,0860,23,78.9
4379,Procyon,0011.4,1.5,1.9
4380,Betelgeuse,0640[1],20,950
4381,Achernar,0144,6.7,9.3
4382,Hadar,0390,10.5,8.6
4383,Altair,0017,1.8,1.8
4384,Acrux,0320,18,8.9
4385,Aldebaran,0065,1.5,44
4386,Antares,0600,12,680
4387,Spica,0260,11.43,7.47
4388,Pollux,0034,1.9,8.8
4389,Fomalhaut,0025,1.9,1.8
4390,Deneb,"2,600",19,203
4391,Mimosa,0350,16,8.4
4392,Regulus,0077,3.8,3.1
4393,Adhara,0430,12.5,14
4394,Shaula,0700,14.5,8.8
4395,Castor,0052,2.8,2.4
4396,Gacrux,0088,1.5,84
4397,Bellatrix,0240,8.6,5.8
4398,Elnath,0130,5.0,4.2
4399,Miaplacidus,0110,3.5,6.8
4400,Alnilam,"2,000",32,42
4401,Gamma Velorum,"01,100",9.0,6
4402,Alnair,0101,4.0,3.4
4403,Alioth,0081,2.9,4.2
4404,Alnitak,01050,33,20
4405,Dubhe,0120,4.25,30
4406,Mirfak,0590,8.5,68
4407,Wezen,"1,600",17,200
4408,Sargas,0270,5.7,26
4409,Kaus Australis,0140,3.5,6.8
4410,Avior,0630,9.0,130
4411,Alkaid,0104,6.1,3.4
